id	title	name	birthyear	deathyear	choronym
ITKC_MI_0208A	대소헌일고(大笑軒逸稿)	조종도(趙宗道)	1537년(중종 32)	1597년(선조 30)	함안(咸安)
ITKC_MI_0209A	아계유고(鵝溪遺稿)	이산해(李山海)	1539년(중종 34)	1609년(광해군 1)	한산(韓山)
ITKC_MI_0210A	학봉집(鶴峯集)	김성일(金誠一)	1538년(중종 33)	1593년(선조 26)	의성(義城)
ITKC_MI_0211A	백곡집(栢谷集)	정곤수(鄭崐壽)	1538년(중종 33)	1602년(선조 35)	청주(淸州)
ITKC_MI_0212A	각재집(覺齋集)	하항(河沆)	1538년(중종 33)	1590년(선조 23)	진주(晉州)
ITKC_MI_0213A	겸암집(謙菴集)	유운룡(柳雲龍)	1539년(중종 34)	1601년(선조 34)	풍산(豐山)
ITKC_MI_0214A	파곡유고(坡谷遺稿)	이성중(李誠中)	1539년(중종 34)	1593년(선조 26)	전주(全州)
ITKC_MI_0215A	간이집(簡易集)	최립(崔岦)	1539년(중종 34)	1612년(광해군 4)	통천(通川)
ITKC_MI_0216A	고죽유고(孤竹遺稿)	최경창(崔慶昌)	1539년(중종 34)	1583년(선조 16)	해주(海州)
ITKC_MI_0217A	백암집(栢巖集)	김륵(金玏)	1540년(중종 35)	1616년(광해군 8)	예안(禮安)
ITKC_MI_0218A	동강집(東岡集)	김우옹(金宇顒)	1540년(중종 35)	1603년(선조 36)	의성(義城)
ITKC_MI_0219A	송애집(松崖集)	박여룡(朴汝龍)	1541년(중종 36)	1611년(광해군 3)	면천(沔川)
ITKC_MI_0220A	간재집(艮齋集)	이덕홍(李德弘)	1541년(중종 36)	1596년(선조 29)	영천(永川)
ITKC_MI_0221A	사류재집(四留齋集)	이정암(李廷馣)	1541년(중종 36)	1600년(선조 33)	경주(慶州)
ITKC_MI_0222A	만전집(晚全集)	홍가신(洪可臣)	1541년(중종 36)	1615년(광해군 7)	남양(南陽)
ITKC_MI_0223A	풍애집(楓崖集)	안민학(安敏學)	1542년(중종 37)	1601년(선조 34)	광주(廣州)
ITKC_MI_0224A	서애집(西厓集)	유성룡(柳成龍)	1542년(중종 37)	1607년(선조 40)	풍산(豐山)
ITKC_MI_0225A	옥산시고(玉山詩稿)	이우(李瑀)	1542년(중종 37)	1609년(광해군 1)	덕수(德水)
ITKC_MI_0226A	고담일고(孤潭逸稿)	이순인(李純仁)	1533년(중종 28)	1592년(선조 25)	전의(全義)
ITKC_MI_0227A	한강집(寒岡集)	정구(鄭逑)	1543년(중종 38)	1620년(광해군 12)	청주(淸州)
ITKC_MI_0228A	청계집(靑溪集)	양대박(梁大樸)	1543년(중종 38)	1592년(선조 25)	남원(南原)
ITKC_MI_0229A	송암집(松巖集)	이로(李魯)	1544년(중종 39)	1598년(선조 31)	고성(固城)
ITKC_MI_0230A	중봉집(重峰集)	조헌(趙憲)	1544년(중종 39)	1592년(선조 25)	배천(白川)
ITKC_MI_0231A	촌은집(村隱集)	유희경(劉希慶)	1545년(인종 1)	1636년(인조 14)	강화(江華)
ITKC_MI_0232A	이충무공전서(李忠武公全書)	이순신(李舜臣)	1545년(인종 1)	1598년(선조 31)	덕수(德水)
ITKC_MI_0233A	지산집(芝山集)	조호익(曺好益)	1545년(인종 1)	1609년(광해군 1)	창녕(昌寧)
ITKC_MI_0234A	지헌집(芝軒集)	정사성(鄭士誠)	1545년(인종 1)	1607년(선조 40)	청주(淸州)
ITKC_MI_0235A	부사집(浮査集)	성여신(成汝信)	1546년(명종 1)	1632년(인조 10)	창녕(昌寧)
ITKC_MI_0236A	용담집(龍潭集)	박이장(朴而章)	1547년(명종 2)	1622년(광해군 14)	순천(順天)
ITKC_MI_0237A	오리집(梧里集)	이원익(李元翼)	1547년(명종 2)	1634년(인조 12)	전주(全州)
ITKC_MI_0238A	사계유고(沙溪遺稿)	김장생(金長生)	1548년(명종 3)	1631년(인조 9)	광산(光山)
ITKC_MI_0239A	일송집(一松集)	심희수(沈喜壽)	1548년(명종 3)	1622년(광해군 14)	청송(靑松)
ITKC_MI_0240A	악록집(岳麓集)	허성(許筬)	1548년(명종 3)	1612년(광해군 4)	양천(陽川)
ITKC_MI_0241A	서경집(西坰集)	유근(柳根)	1549년(명종 4)	1627년(인조 5)	진주(晉州)
ITKC_MI_0242A	지퇴당집(知退堂集)	이정형(李廷馨)	1549년(명종 4)	1607년(선조 40)	경주(慶州)
ITKC_MI_0243A	임백호집(林白湖集)	임제(林悌)	1549년(명종 4)	1587년(선조 20)	나주(羅州)
ITKC_MI_0244A	천곡집(泉谷集)	송상현(宋象賢)	1551년(명종 6)	1592년(선조 25)	여산(礪山)
ITKC_MI_0245A	하곡집(荷谷集)	허봉(許篈)	1551년(명종 6)	1588년(선조 21)	양천(陽川)
ITKC_MI_0246A	망우집(忘憂集)	곽재우(郭再祐)	1552년(명종 7)	1617년(광해군 9)	현풍(玄風)
ITKC_MI_0247A	태천집(苔泉集)	민인백(閔仁伯)	1552년(명종 7)	1626년(인조 4)	여흥(驪興)
ITKC_MI_0248A	만취집(晚翠集)	오억령(吳億齡)	1552년(명종 7)	1618년(광해군 10)	동복(同福)
ITKC_MI_0249A	구암유고(久菴遺稿)	한백겸(韓百謙)	1552년(명종 7)	1615년(광해군 7)	청주(淸州)
ITKC_MI_0250A	태촌집(泰村集)	고상안(高尙顏)	1553년(명종 8)	1623년(인조 1)	개성(開城)
ITKC_MI_0251A	오봉집(五峯集)	이호민(李好閔)	1553년(명종 8)	1634년(인조 12)	연안(延安)
ITKC_MI_0252A	여헌집(旅軒集)	장현광(張顯光)	1554년(명종 9)	1637년(인조 15)	인동(仁同)
ITKC_MI_0253A	백졸재유고(百拙齋遺稿)	한응인(韓應寅)	1554년(명종 9)	1614년(광해군 6)	청주(淸州)
ITKC_MI_0254A	손곡시집(蓀谷詩集)	이달(李達)	1539년경(중종 34)	1610년경(광해군 2)	신평(新平)
ITKC_MI_0255A	송정집(松亭集)	하수일(河受一)	1553년(명종 8)	1612년(광해군 4)	진주(晉州)
ITKC_MI_0256A	검간집(黔澗集)	조정(趙靖)	1555년(명종 10)	1636년(인조 14)	풍양(豐壤)
ITKC_MI_0257A	계은유고(溪隱遺稿)	이정립(李廷立)	1556년(명종 11)	1595년(선조 28)	광주(廣州)
ITKC_MI_0258A	오산집(五山集)	차천로(車天輅)	1556년(명종 11)	1615년(광해군 7)	연안(延安)
ITKC_MI_0259A	금역당집(琴易堂集)	배용길(裵龍吉)	1556년(명종 11)	1609년(광해군 1)	흥해(興海)
ITKC_MI_0260A	백사집(白沙集)	이항복(李恒福)	1556년(명종 11)	1618년(광해군 10)	경주(慶州)
ITKC_MI_0261A	유천유고(柳川遺稿)	한준겸(韓浚謙)	1557년(명종 12)	1627년(인조 5)	청주(淸州)
ITKC_MI_0262A	운천집(雲川集)	김용(金涌)	1557년(명종 12)	1620년(광해군 12)	의성(義城)
ITKC_MI_0263A	약봉유고(藥峯遺稿)	서성(徐渻)	1558년(명종 13)	1631년(인조 9)	달성(達成)
ITKC_MI_0264A	외재집(畏齋集)	이후경(李厚慶)	1558년(명종 13)	1630년(인조 8)	성주(星州)
ITKC_MI_0265A	어우집(於于集)	유몽인(柳夢寅)	1559년(명종 14)	1623년(인조 1)	흥양(興陽)
ITKC_MI_0266A	창랑집(滄浪集)	성문준(成文濬)	1559년(명종 14)	1626년(인조 4)	창녕(昌寧)
ITKC_MI_0267A	추탄집(楸灘集)	오윤겸(吳允謙)	1559년(명종 14)	1636년(인조 14)	해주(海州)
ITKC_MI_0268A	창석집(蒼石集)	이준(李埈)	1560년(명종 15)	1635년(인조 13)	흥양(興陽)
ITKC_MI_0269A	선원유고(仙源遺稿)	김상용(金尙容)	1561년(명종 16)	1637년(인조 15)	안동(安東)
ITKC_MI_0270A	노계집(蘆溪集)	박인로(朴仁老)	1561년(명종 16)	1642년(인조 20)	밀양(密陽)
ITKC_MI_0271A	한음문고(漢陰文稿)	이덕형(李德馨)	1561년(명종 16)	1613년(광해군 5)	광주(廣州)
ITKC_MI_0272A	추포집(秋浦集)	황신(黃愼)	1562년(명종 17)	1617년(광해군 9)	창원(昌原)
ITKC_MI_0273A	지봉집(芝峯集)	이수광(李睟光)	1563년(명종 18)	1628년(인조 6)	전주(全州)
ITKC_MI_0274A	체소집(體素集)	이춘영(李春英)	1563년(명종 18)	1606년(선조 39)	전주(全州)
ITKC_MI_0275A	수몽집(守夢集)	정엽(鄭曄)	1563년(명종 18)	1625년(인조 3)	초계(草溪)
ITKC_MI_0276A	난설헌시집(蘭雪軒詩集)	허초희(許楚姬)	1563년(명종 18)	1589년(선조 22)	양천(陽川)
ITKC_MI_0277A	사서집(沙西集)	전식(全湜)	1563년(명종 18)	1642년(인조 20)	옥천(沃川)
ITKC_MI_0278A	인재집(訒齋集)	최현(崔晛)	1563년(명종 18)	1640년(인조 18)	전주(全州)
ITKC_MI_0279A	우복집(愚伏集)	정경세(鄭經世)	1563년(명종 18)	1633년(인조 11)	진주(晉州)
ITKC_MI_0280A	수색집(水色集)	허적(許𥛚)	1563년(명종 18)	1640년(인조 18)	양천(陽川)
ITKC_MI_0281A	경당집(敬堂集)	장흥효(張興孝)	1564년(명종 19)	1633년(인조 11)	안동(安東)
ITKC_MI_0282A	월사집(月沙集)	이정귀(李廷龜)	1564년(명종 19)	1635년(인조 13)	연안(延安)
ITKC_MI_0283A	취흘집(醉吃集)	유숙(柳潚)	1564년(명종 19)	1636년(인조 14)	흥양(興陽)
ITKC_MI_0284A	농포집(農圃集)	정문부(鄭文孚)	1565년(명종 20)	1624년(인조 2)	해주(海州)
ITKC_MI_0285A	금계집(錦溪集)	노인(魯認)	1566년(명종 21)	1622년(광해군 14)	함평(咸平)
ITKC_MI_0286A	상촌고(象村稿)	신흠(申欽)	1566년(명종 21)	1628년(인조 6)	평산(平山)
ITKC_MI_0287A	수은집(睡隱集)	강항(姜沆)	1567년(명종 22)	1618년(광해군 10)	진주(晉州)
ITKC_MI_0288A	현곡집(玄谷集)	조위한(趙緯韓)	1567년(명종 22)	1649년(인조 27)	한양(漢陽)
ITKC_MI_0289A	석루유고(石樓遺稿)	이경전(李慶全)	1567년(명종 22)	1644년(인조 22)	한산(韓山)
ITKC_MI_0290A	제호집(霽湖集)	양경우(梁慶遇)	1568년(선조 1)	1629년경(인조 7)	남원(南原)
ITKC_MI_0291A	경암집(敬菴集)	노경임(盧景任)	1569년(선조 2)	1620년(광해군 12)	안강(安康)
ITKC_MI_0292A	성소부부고(惺所覆瓿藁)	허균(許筠)	1569년(선조 2)	1618년(광해군 10)	양천(陽川)
ITKC_MI_0293A	벽오유고(碧梧遺稿)	이시발(李時發)	1569년(선조 2)	1626년(인조 4)	경주(慶州)
ITKC_MI_0294A	석주집(石洲集)	권필(權韠)	1569년(선조 2)	1612년(광해군 4)	안동(安東)
ITKC_MI_0295A	동계집(桐溪集)	정온(鄭蘊)	1569년(선조 2)	1641년(인조 19)	초계(草溪)
ITKC_MI_0296A	남파상국집(南坡相國集)	심열(沈悅)	1569년(선조 2)	1646년(인조 24)	청송(靑松)
ITKC_MI_0297A	만회집(晚悔集)	권득기(權得己)	1570년(선조 3)	1622년(광해군 14)	안동(安東)
ITKC_MI_0298A	경정집(敬亭集)	이민성(李民宬)	1570년(선조 3)	1629년(인조 7)	영천(永川)
ITKC_MI_0299A	청음집(淸陰集)	김상헌(金尙憲)	1570년(선조 3)	1652년(효종 3)	안동(安東)
ITKC_MI_0300A	동악집(東岳集)	이안눌(李安訥)	1571년(선조 4)	1637년(인조 15)	덕수(德水)
ITKC_MI_0301A	북저집(北渚集)	김류(金瑬)	1571년(선조 4)	1648년(인조 26)	순천(順天)
ITKC_MI_0302A	구원집(九畹集)	이춘원(李春元)	1571년(선조 4)	1634년(인조 12)	함평(咸平)
ITKC_MI_0303A	현주집(玄洲集)	조찬한(趙纘韓)	1572년(선조 5)	1631년(인조 9)	한양(漢陽)
ITKC_MI_0304A	학곡집(鶴谷集)	홍서봉(洪瑞鳳)	1572년(선조 5)	1645년(인조 23)	남양(南陽)
ITKC_MI_0305A	학호집(鶴湖集)	김봉조(金奉祖)	1572년(선조 5)	1630년(인조 8)	풍산(豐山)
ITKC_MI_0306A	잠야집(潛冶集)	박지계(朴知誡)	1573년(선조 6)	1635년(인조 13)	함양(咸陽)
ITKC_MI_0307A	은봉전서(隱峯全書)	안방준(安邦俊)	1573년(선조 6)	1654년(효종 5)	죽산(竹山)
ITKC_MI_0308A	학천집(鶴泉集)	성여학(成汝學)	1557년(명종 12)	미상(인조조)	창녕(昌寧)
ITKC_MI_0309A	자암집(紫巖集)	이민환(李民寏)	1573년(선조 6)	1649년(인조 27)	영천(永川)
ITKC_MI_0310A	해봉집(海峯集)	홍명원(洪命元)	1573년(선조 6)	1623년(인조 1)	남양(南陽)
ITKC_MI_0311A	신독재유고(愼獨齋遺稿)	김집(金集)	1574년(선조 7)	1656년(효종 7)	광산(光山)
ITKC_MI_0312A	다산집(茶山集)	목대흠(睦大欽)	1575년(선조 8)	1638년(인조 16)	사천(泗川)
ITKC_MI_0313A	죽음집(竹陰集)	조희일(趙希逸)	1575년(선조 8)	1638년(인조 16)	임천(林川)
ITKC_MI_0314A	만운집(晚雲集)	정충신(鄭忠信)	1575년(선조 8)	1636년(인조 14)	광주(光州)
ITKC_MI_0315A	소암집(疎菴集)	임숙영(任叔英)	1576년(선조 9)	1623년(인조 1)	풍천(豐川)
ITKC_MI_0316A	화당집(化堂集)	신민일(申敏一)	1576년(선조 9)	1650년(효종 1)	평산(平山)
ITKC_MI_0317A	청사집(晴沙集)	고용후(高用厚)	1577년(선조 10)	1652년(효종 3)	장흥(長興)
ITKC_MI_0318A	계암집(溪巖集)	김령(金坽)	1577년(선조 10)	1641년(인조 19)	광산(光山)
ITKC_MI_0319A	휴옹집(休翁集)	심광세(沈光世)	1577년(선조 10)	1624년(인조 2)	청송(靑松)
ITKC_MI_0320A	후천집(朽淺集)	황종해(黃宗海)	1579년(선조 12)	1642년(인조 20)	회덕(懷德)
ITKC_MI_0321A	포저집(浦渚集)	조익(趙翼)	1579년(선조 12)	1655년(효종 6)	풍양(豐壤)
ITKC_MI_0322A	잠곡유고(潛谷遺稿)	김육(金堉)	1580년(선조 13)	1658년(효종 9)	청풍(淸風)
ITKC_MI_0323A	월당집(月塘集)	강석기(姜碩期)	1580년(선조 13)	1643년(인조 21)	금천(衿川)
ITKC_MI_0324A	기암집(畸庵集)	정홍명(鄭弘溟)	1582년(선조 15)	1650년(효종 1)	연일(延日)
ITKC_MI_0325A	백강집(白江集)	이경여(李敬輿)	1585년(선조 18)	1657년(효종 8)	전주(全州)
ITKC_MI_0326A	택당집(澤堂集)	이식(李植)	1584년(선조 17)	1647년(인조 25)	덕수(德水)
ITKC_MI_0327A	간송집(澗松集)	조임도(趙任道)	1585년(선조 18)	1664년(현종 5)	함안(咸安)
ITKC_MI_0328A	지천집(遲川集)	최명길(崔鳴吉)	1586년(선조 19)	1647년(인조 25)	전주(全州)
ITKC_MI_0329A	용주유고(龍洲遺稿)	조경(趙絅)	1586년(선조 19)	1669년(현종 10)	한양(漢陽)
ITKC_MI_0330A	죽남당고(竹南堂稿)	오준(吳竣)	1587년(선조 20)	1666년(현종 7)	동복(同福)
ITKC_MI_0331A	학사집(鶴沙集)	김응조(金應祖)	1587년(선조 20)	1667년(현종 8)	풍산(豐山)
ITKC_MI_0332A	고산유고(孤山遺稿)	윤선도(尹善道)	1587년(선조 20)	1671년(현종 12)	해남(海南)
ITKC_MI_0333A	계곡집(谿谷集)	장유(張維)	1587년(선조 20)	1638년(인조 16)	덕수(德水)
ITKC_MI_0334A	돈암전서(遯菴全書)	선우협(鮮于浹)	1588년(선조 21)	1653년(효종 4)	태원(太原)
ITKC_MI_0335A	낙전당집(樂全堂集)	신익성(申翊聖)	1588년(선조 21)	1644년(인조 22)	평산(平山)
ITKC_MI_0336A	현곡집(玄谷集)	정백창(鄭百昌)	1588년(선조 21)	1635년(인조 13)	진주(晉州)
ITKC_MI_0337A	동주집(東州集)	이민구(李敏求)	1589년(선조 22)	1670년(현종 11)	전주(全州)
ITKC_MI_0338A	행명재시집(涬溟齋詩集)	윤순지(尹順之)	1591년(선조 24)	1666년(현종 7)	해평(海平)
ITKC_MI_0339A	천파집(天坡集)	오숙(吳䎘)	1592년(선조 25)	1634년(인조 12)	해주(海州)
ITKC_MI_0340A	동명집(東溟集)	김세렴(金世濂)	1593년(선조 26)	1646년(인조 24)	선산(善山)
ITKC_MI_0341A	백헌집(白軒集)	이경석(李景奭)	1595년(선조 28)	1671년(현종 12)	전주(全州)
ITKC_MI_0342A	겸재집(謙齋集)	하홍도(河弘度)	1593년(선조 26)	1666년(현종 7)	진주(晉州)
ITKC_MI_0343A	백주집(白洲集)	이명한(李明漢)	1595년(선조 28)	1645년(인조 23)	연안(延安)
ITKC_MI_0344A	기언(記言)	허목(許穆)	1595년(선조 28)	1682년(숙종 8)	양천(陽川)
ITKC_MI_0345A	백원집(百源集)	신석번(申碩蕃)	1596년(선조 29)	1675년(숙종 1)	평산(平山)
ITKC_MI_0346A	동토집(童土集)	윤순거(尹舜擧)	1596년(선조 29)	1668년(현종 9)	파평(坡平)
ITKC_MI_0347A	송애집(松崖集)	김경여(金慶餘)	1596년(선조 29)	1653년(효종 4)	경주(慶州)
ITKC_MI_0348A	경와집(敬窩集)	김휴(金烋)	1597년(선조 30)	1638년(인조 16)	의성(義城)
ITKC_MI_0349A	동명집(東溟集)	정두경(鄭斗卿)	1597년(선조 30)	1673년(현종 14)	온양(溫陽)
ITKC_MI_0350A	가주집(家州集)	이상질(李尙質)	1597년(선조 30)	1635년(인조 13)	전주(全州)
ITKC_MI_0351A	태계집(台溪集)	하진(河溍)	1597년(선조 30)	1658년(효종 9)	진주(晉州)
ITKC_MI_0352A	현주집(玄洲集)	이소한(李昭漢)	1598년(선조 31)	1645년(인조 23)	연안(延安)
ITKC_MI_0353A	호주집(湖洲集)	채유후(蔡裕後)	1599년(선조 32)	1660년(현종 1)	평강(平康)
ITKC_MI_0354A	포옹집(抱翁集)	정양(鄭瀁)	1600년(선조 33)	1668년(현종 9)	영일(迎日)
ITKC_MI_0355A	용서집(龍西集)	윤원거(尹元擧)	1601년(선조 34)	1672년(현종 13)	파평(坡平)
ITKC_MI_0356A	학주전집(鶴洲全集)	김홍욱(金弘郁)	1602년(선조 35)	1654년(효종 5)	경주(慶州)
ITKC_MI_0357A	양파유고(陽坡遺稿)	정태화(鄭太和)	1602년(선조 35)	1673년(현종 14)	동래(東萊)
ITKC_MI_0358A	설봉유고(雪峯遺稿)	강백년(姜栢年)	1603년(선조 36)	1681년(숙종 7)	진주(晉州)
ITKC_MI_0359A	만랑집(漫浪集)	황호(黃㦿)	1604년(선조 37)	1656년(효종 7)	창원(昌原)
ITKC_MI_0360A	백곡집(柏谷集)	김득신(金得臣)	1604년(선조 37)	1684년(숙종 10)	안동(安東)
ITKC_MI_0361A	탄옹집(炭翁集)	권시(權諰)	1604년(선조 37)	1672년(현종 13)	안동(安東)
ITKC_MI_0362A	동강유집(東江遺集)	신익전(申翊全)	1605년(선조 38)	1660년(현종 1)	평산(平山)
ITKC_MI_0363A	석호유고(石湖遺稿)	윤문거(尹文擧)	1606년(선조 39)	1672년(현종 13)	파평(坡平)
ITKC_MI_0364A	낙정집(樂静集)	조석윤(趙錫胤)	1606년(선조 39)	1655년(효종 6)	배천(白川)
ITKC_MI_0365A	남파집(南坡集)	홍우원(洪宇遠)	1605년(선조 38)	1687년(숙종 13)	남양(南陽)
ITKC_MI_0366A	동춘당집(同春堂集)	송준길(宋浚吉)	1606년(선조 39)	1672년(현종 13)	은진(恩津)
ITKC_MI_0367A	송자대전(宋子大全)	송시열(宋時烈)	1607년(선조 40)	1689년(숙종 15)	은진(恩津)
ITKC_MI_0368A	시남집(市南集)	유계(兪棨)	1607년(선조 40)	1664년(현종 5)	기계(杞溪)
ITKC_MI_0369A	초려집(草廬集)	이유태(李惟泰)	1607년(선조 40)	1684년(숙종 10)	경주(慶州)
ITKC_MI_0370A	충열공유고(忠烈公遺稿)	오달제(吳達濟)	1609년(광해군 1)	1637년(인조 15)	해주(海州)
ITKC_MI_0371A	송곡집(松谷集)	조복양(趙復陽)	1609년(광해군 1)	1671년(현종 12)	풍양(豐壤)
ITKC_MI_0372A	창주유고(滄洲遺稿)	김익희(金益熙)	1610년(광해군 2)	1656년(효종 7)	광주(光州)
ITKC_MI_0373A	노서유고(魯西遺稿)	윤선거(尹宣擧)	1610년(광해군 2)	1669년(현종 10)	파평(坡平)
ITKC_MI_0374A	구당집(久堂集)	박장원(朴長遠)	1612년(광해군 4)	1671년(현종 12)	고령(高靈)
ITKC_MI_0375A	육곡유고(六谷遺稿)	서필원(徐必遠)	1613년(광해군 5)	1671년(현종 12)	부여(夫餘)
ITKC_MI_0376A	규창유고(葵窓遺稿)	이건(李健)	1614년(광해군 6)	1662년(현종 3)	전주(全州)
ITKC_MI_0377A	귀계유고(歸溪遺稿)	김좌명(金佐明)	1616년(광해군 8)	1671년(현종 12)	청풍(淸風)
ITKC_MI_0378A	야당유고(野堂遺稿)	유혁연(柳赫然)	1616년(광해군 8)	1680년(숙종 6)	진주(晉州)
ITKC_MI_0379A	동리집(東里集)	이은상(李殷相)	1617년(광해군 9)	1678년(숙종 4)	연안(延安)
ITKC_MI_0380A	백호집(白湖集)	윤휴(尹鑴)	1617년(광해군 9)	1680년(숙종 6)	남원(南原)
ITKC_MI_0381A	존재집(存齋集)	이휘일(李徽逸)	1619년(광해군 11)	1672년(현종 13)	재령(載寧)
ITKC_MI_0382A	타우유고(打愚遺稿)	이상(李翔)	1620년(광해군 12)	1690년(숙종 16)	우봉(牛峯)
ITKC_MI_0383A	목재집(木齋集)	홍여하(洪汝河)	1620년(광해군 12)	1674년(현종 15)	부계(缶溪)
ITKC_MI_0384A	청계집(淸溪集)	홍위(洪葳)	1620년(광해군 12)	1660년(현종 1)	남양(南陽)
ITKC_MI_0385A	곡운집(谷雲集)	김수증(金壽增)	1624년(인조 2)	1701년(숙종 27)	안동(安東)
ITKC_MI_0386A	외재집(畏齋集)	이단하(李端夏)	1625년(인조 3)	1689년(숙종 15)	덕수(德水)
ITKC_MI_0387A	고산집(孤山集)	이유장(李惟樟)	1625년(인조 3)	1701년(숙종 27)	예안(禮安)
ITKC_MI_0388A	우담집(愚潭集)	정시한(丁時翰)	1625년(인조 3)	1707년(숙종 33)	나주(羅州)
ITKC_MI_0389A	퇴우당집(退憂堂集)	김수흥(金壽興)	1626년(인조 4)	1690년(숙종 16)	안동(安東)
ITKC_MI_0390A	월주집(月洲集)	소두산(蘇斗山)	1627년(인조 5)	1693년(숙종 19)	진주(晉州)
ITKC_MI_0391A	갈암집(葛庵集)	이현일(李玄逸)	1627년(인조 5)	1704년(숙종 30)	재령(載寧)
ITKC_MI_0392A	노봉집(老峯集)	민정중(閔鼎重)	1628년(인조 6)	1692년(숙종 18)	여흥(驪興)
ITKC_MI_0393A	분애유고(汾厓遺稿)	신정(申晸)	1628년(인조 6)	1687년(숙종 13)	평산(平山)
ITKC_MI_0394A	정관재집(靜觀齋集)	이단상(李端相)	1628년(인조 6)	1669년(현종 10)	연안(延安)
ITKC_MI_0395A	호곡집(壺谷集)	남용익(南龍翼)	1628년(인조 6)	1692년(숙종 18)	의령(宜寧)
ITKC_MI_0396A	약천집(藥泉集)	남구만(南九萬)	1629년(인조 7)	1711년(숙종 37)	의령(宜寧)
ITKC_MI_0397A	문곡집(文谷集)	김수항(金壽恒)	1629년(인조 7)	1689년(숙종 15)	안동(安東)
ITKC_MI_0398A	서계집(西溪集)	박세당(朴世堂)	1629년(인조 7)	1703년(숙종 29)	반남(潘南)
ITKC_MI_0399A	우헌집(寓軒集)	박상현(朴尙玄)	1629년(인조 7)	1693년(숙종 19)	순천(順天)
ITKC_MI_0400A	명재유고(明齋遺稿)	윤증(尹拯)	1629년(인조 7)	1714년(숙종 40)	파평(坡平)
ITKC_MI_0401A	문정공유고(文貞公遺稿)	민유중(閔維重)	1630년(인조 8)	1687년(숙종 13)	여흥(驪興)
ITKC_MI_0402A	제월당집(霽月堂集)	송규렴(宋奎濂)	1630년(인조 8)	1709년(숙종 35)	은진(恩津)
ITKC_MI_0403A	항재집(恒齋集)	이숭일(李嵩逸)	1631년(인조 9)	1698년(숙종 24)	재령(載寧)
ITKC_MI_0404A	남계집(南溪集)	박세채(朴世采)	1631년(인조 9)	1695년(숙종 21)	반남(潘南)
ITKC_MI_0405A	수촌집(水村集)	오시수(吳始壽)	1632년(인조 10)	1681년(숙종 7)	동복(同福)
ITKC_MI_0406A	농은유고(農隱遺稿)	윤추(尹推)	1632년(인조 10)	1707년(숙종 33)	파평(坡平)
ITKC_MI_0407A	지호집(芝湖集)	이선(李選)	1631년(인조 9)	1692년(숙종 18)	전주(全州)
ITKC_MI_0408A	서하집(西河集)	이민서(李敏敍)	1633년(인조 11)	1688년(숙종 14)	전주(全州)
ITKC_MI_0409A	서석집(瑞石集)	김만기(金萬基)	1633년(인조 11)	1687년(숙종 13)	광산(光山)
ITKC_MI_0410A	식암유고(息庵遺稿)	김석주(金錫胄)	1634년(인조 12)	1684년(숙종 10)	청풍(淸風)
ITKC_MI_0411A	성재유고(醒齋遺稿)	신익상(申翼相)	1634년(인조 12)	1697년(숙종 23)	고령(高靈)
ITKC_MI_0412A	우사집(雩沙集)	이세백(李世白)	1635년(인조 13)	1703년(숙종 29)	용인(龍仁)
ITKC_MI_0413A	우헌집(寓軒集)	유세명(柳世鳴)	1636년(인조 14)	1690년(숙종 16)	풍산(豐山)
ITKC_MI_0414A	졸수재집(拙修齋集)	조성기(趙聖期)	1638년(인조 16)	1689년(숙종 15)	임천(林川)
ITKC_MI_0415A	우재집(迂齋集)	조지겸(趙持謙)	1639년(인조 17)	1685년(숙종 11)	풍양(豐壤)
ITKC_MI_0416A	서포집(西浦集)	김만중(金萬重)	1637년(인조 15)	1692년(숙종 18)	광산(光山)
ITKC_MI_0417A	염헌집(恬軒集)	임상원(任相元)	1638년(인조 16)	1697년(숙종 23)	풍천(豐川)
